76.000000,	-47.000000,	40.000000,	32.000000	--->	cluster3(95.128273)
151.000000,	40.000000,	57.000000,	2.000000	--->	cluster0(95.783844)
99.000000,	28.000000,	-46.000000,	-6.000000	--->	cluster0(95.266373)
75.000000,	28.000000,	-6.000000,	-52.000000	--->	cluster5(96.537247)
90.000000,	-51.000000,	-46.000000,	41.000000	--->	cluster3(94.877968)
67.000000,	3.000000,	8.000000,	-13.000000	--->	cluster5(97.706139)
53.000000,	22.000000,	12.000000,	30.000000	--->	cluster3(95.881882)
69.000000,	-30.000000,	-7.000000,	-46.000000	--->	cluster5(97.518150)
140.000000,	23.000000,	56.000000,	22.000000	--->	cluster0(95.822388)
42.000000,	51.000000,	-38.000000,	0.000000	--->	cluster8(94.413330)
122.000000,	12.000000,	45.000000,	34.000000	--->	cluster0(95.651596)
144.000000,	11.000000,	41.000000,	-1.000000	--->	cluster0(97.227875)
81.000000,	45.000000,	11.000000,	-10.000000	--->	cluster5(94.936531)
114.000000,	4.000000,	50.000000,	-42.000000	--->	cluster5(96.076576)
132.000000,	-11.000000,	40.000000,	59.000000	--->	cluster0(94.911934)
142.000000,	3.000000,	42.000000,	39.000000	--->	cluster0(96.125427)
99.000000,	12.000000,	-60.000000,	-60.000000	--->	cluster5(94.959000)
142.000000,	-30.000000,	-25.000000,	-55.000000	--->	cluster0(95.882149)
75.000000,	-59.000000,	53.000000,	-28.000000	--->	cluster5(95.306152)
120.000000,	7.000000,	-34.000000,	48.000000	--->	cluster0(95.585045)
132.000000,	49.000000,	51.000000,	55.000000	--->	cluster0(94.186264)
142.000000,	12.000000,	-13.000000,	-47.000000	--->	cluster0(96.848129)
97.000000,	-54.000000,	29.000000,	-43.000000	--->	cluster5(96.344322)
143.000000,	-51.000000,	-3.000000,	30.000000	--->	cluster0(95.888451)
108.000000,	-40.000000,	-54.000000,	58.000000	--->	cluster3(94.504333)
68.000000,	13.000000,	-56.000000,	-32.000000	--->	cluster5(94.821983)
63.000000,	-1.000000,	17.000000,	40.000000	--->	cluster3(97.984131)
51.000000,	-22.000000,	41.000000,	32.000000	--->	cluster3(95.696877)
99.000000,	-33.000000,	-38.000000,	-5.000000	--->	cluster5(95.239128)
88.000000,	-12.000000,	53.000000,	-4.000000	--->	cluster5(95.652122)
157.000000,	-21.000000,	-22.000000,	-20.000000	--->	cluster0(97.202583)
55.000000,	50.000000,	-6.000000,	40.000000	--->	cluster8(94.797791)
68.000000,	-29.000000,	-29.000000,	-33.000000	--->	cluster5(96.479713)
91.000000,	21.000000,	36.000000,	-29.000000	--->	cluster5(96.651962)
61.000000,	59.000000,	18.000000,	37.000000	--->	cluster8(94.263908)
50.000000,	-14.000000,	2.000000,	14.000000	--->	cluster3(96.433479)
47.000000,	-39.000000,	15.000000,	-29.000000	--->	cluster5(96.468933)
70.000000,	-4.000000,	-26.000000,	-8.000000	--->	cluster5(96.058342)
47.000000,	-30.000000,	41.000000,	-31.000000	--->	cluster5(96.076172)
118.000000,	49.000000,	1.000000,	-27.000000	--->	cluster0(96.168640)
109.000000,	21.000000,	55.000000,	-60.000000	--->	cluster5(95.520935)
155.000000,	40.000000,	5.000000,	-30.000000	--->	cluster0(96.959671)
157.000000,	15.000000,	24.000000,	-36.000000	--->	cluster0(97.014580)
44.000000,	49.000000,	56.000000,	-53.000000	--->	cluster5(93.713135)
55.000000,	-18.000000,	20.000000,	-17.000000	--->	cluster5(97.336609)
122.000000,	-35.000000,	40.000000,	-51.000000	--->	cluster5(96.013931)
87.000000,	-50.000000,	16.000000,	-36.000000	--->	cluster5(96.866867)
53.000000,	17.000000,	57.000000,	-52.000000	--->	cluster5(95.250450)
110.000000,	31.000000,	22.000000,	-56.000000	--->	cluster5(96.015526)
149.000000,	-24.000000,	57.000000,	6.000000	--->	cluster0(95.884148)
55.000000,	36.000000,	34.000000,	5.000000	--->	cluster5(93.468674)
121.000000,	54.000000,	-27.000000,	14.000000	--->	cluster0(95.846817)
43.000000,	13.000000,	47.000000,	-18.000000	--->	cluster5(94.784904)
92.000000,	13.000000,	-7.000000,	26.000000	--->	cluster3(95.600494)
102.000000,	-1.000000,	-40.000000,	44.000000	--->	cluster3(95.106796)
91.000000,	12.000000,	-60.000000,	-26.000000	--->	cluster5(94.746872)
71.000000,	55.000000,	-57.000000,	12.000000	--->	cluster8(93.230904)
120.000000,	-53.000000,	-7.000000,	-25.000000	--->	cluster5(95.724960)
68.000000,	-22.000000,	42.000000,	47.000000	--->	cluster3(96.050865)
58.000000,	-31.000000,	-17.000000,	-56.000000	--->	cluster5(96.588776)
68.000000,	-32.000000,	-55.000000,	-40.000000	--->	cluster5(95.182693)
106.000000,	6.000000,	50.000000,	8.000000	--->	cluster0(95.304596)
147.000000,	-20.000000,	-55.000000,	18.000000	--->	cluster0(96.078682)
152.000000,	41.000000,	-32.000000,	-46.000000	--->	cluster0(96.073425)
73.000000,	-42.000000,	44.000000,	7.000000	--->	cluster5(94.829422)
44.000000,	35.000000,	52.000000,	36.000000	--->	cluster3(92.981812)
115.000000,	-46.000000,	-42.000000,	26.000000	--->	cluster0(94.952789)
46.000000,	-15.000000,	31.000000,	41.000000	--->	cluster3(96.753212)
41.000000,	-2.000000,	58.000000,	-10.000000	--->	cluster5(94.069420)
126.000000,	23.000000,	2.000000,	55.000000	--->	cluster0(95.733757)
142.000000,	23.000000,	-45.000000,	-27.000000	--->	cluster0(96.529182)
84.000000,	-8.000000,	-58.000000,	41.000000	--->	cluster3(94.870239)
91.000000,	-11.000000,	-37.000000,	-46.000000	--->	cluster5(96.328369)
82.000000,	-50.000000,	-52.000000,	-18.000000	--->	cluster5(94.799355)
124.000000,	10.000000,	-41.000000,	-41.000000	--->	cluster0(96.119644)
69.000000,	32.000000,	13.000000,	40.000000	--->	cluster3(95.415543)
90.000000,	-25.000000,	41.000000,	-32.000000	--->	cluster5(97.197548)
136.000000,	-17.000000,	-29.000000,	-34.000000	--->	cluster0(96.738503)
119.000000,	-57.000000,	-19.000000,	-34.000000	--->	cluster5(95.547981)
144.000000,	-55.000000,	-11.000000,	-6.000000	--->	cluster0(96.141678)
-15.000000,	62.000000,	-59.000000,	-27.000000	--->	cluster9(94.736404)
-35.000000,	66.000000,	-33.000000,	-20.000000	--->	cluster9(95.514862)
12.000000,	64.000000,	-19.000000,	46.000000	--->	cluster8(98.066589)
-37.000000,	97.000000,	40.000000,	21.000000	--->	cluster9(95.022461)
11.000000,	103.000000,	32.000000,	-34.000000	--->	cluster9(97.361931)
-46.000000,	156.000000,	27.000000,	21.000000	--->	cluster9(95.443573)
11.000000,	40.000000,	41.000000,	-36.000000	--->	cluster1(94.490425)
-41.000000,	72.000000,	-57.000000,	-10.000000	--->	cluster9(94.796249)
4.000000,	155.000000,	34.000000,	-17.000000	--->	cluster9(96.567329)
13.000000,	78.000000,	-33.000000,	-49.000000	--->	cluster9(96.109947)
-6.000000,	138.000000,	-8.000000,	-58.000000	--->	cluster9(97.238068)
25.000000,	92.000000,	50.000000,	-38.000000	--->	cluster9(95.544662)
13.000000,	110.000000,	-51.000000,	6.000000	--->	cluster9(95.791092)
-2.000000,	77.000000,	-37.000000,	29.000000	--->	cluster8(96.989372)
17.000000,	130.000000,	53.000000,	32.000000	--->	cluster9(94.507118)
-54.000000,	85.000000,	-30.000000,	37.000000	--->	cluster8(95.319084)
-1.000000,	142.000000,	33.000000,	-23.000000	--->	cluster9(97.106895)
-49.000000,	78.000000,	42.000000,	-58.000000	--->	cluster9(95.174110)
-14.000000,	110.000000,	-24.000000,	-32.000000	--->	cluster9(98.042877)
42.000000,	85.000000,	49.000000,	-52.000000	--->	cluster9(94.608803)
-37.000000,	40.000000,	-15.000000,	59.000000	--->	cluster8(95.037369)
55.000000,	62.000000,	19.000000,	38.000000	--->	cluster8(94.767235)
46.000000,	90.000000,	58.000000,	50.000000	--->	cluster8(93.808975)
-52.000000,	92.000000,	55.000000,	-50.000000	--->	cluster9(95.183685)
-6.000000,	153.000000,	28.000000,	10.000000	--->	cluster9(96.257782)
2.000000,	130.000000,	-31.000000,	2.000000	--->	cluster9(96.952980)
-27.000000,	155.000000,	44.000000,	35.000000	--->	cluster9(94.870529)
-25.000000,	133.000000,	30.000000,	-42.000000	--->	cluster9(97.146667)
-26.000000,	118.000000,	-20.000000,	11.000000	--->	cluster9(96.875290)
-34.000000,	70.000000,	19.000000,	-17.000000	--->	cluster9(95.983574)
-47.000000,	110.000000,	8.000000,	-55.000000	--->	cluster9(96.769012)
45.000000,	85.000000,	54.000000,	-7.000000	--->	cluster9(93.805656)
30.000000,	139.000000,	-23.000000,	-29.000000	--->	cluster9(96.760269)
-50.000000,	57.000000,	-13.000000,	-37.000000	--->	cluster9(95.059204)
-54.000000,	112.000000,	-11.000000,	-8.000000	--->	cluster9(96.624153)
-57.000000,	146.000000,	41.000000,	-18.000000	--->	cluster9(95.815971)
4.000000,	110.000000,	21.000000,	-26.000000	--->	cluster9(98.436966)
-38.000000,	127.000000,	3.000000,	49.000000	--->	cluster8(95.236404)
-38.000000,	47.000000,	-2.000000,	-42.000000	--->	cluster9(94.704506)
37.000000,	136.000000,	-17.000000,	-16.000000	--->	cluster9(96.571564)
2.000000,	60.000000,	-7.000000,	27.000000	--->	cluster8(98.580116)
-5.000000,	125.000000,	42.000000,	-16.000000	--->	cluster9(97.028870)
-15.000000,	95.000000,	-45.000000,	-17.000000	--->	cluster9(96.610031)
-14.000000,	125.000000,	-22.000000,	4.000000	--->	cluster9(97.306335)
7.000000,	81.000000,	6.000000,	-27.000000	--->	cluster9(97.612991)
-29.000000,	136.000000,	-54.000000,	44.000000	--->	cluster8(94.734665)
41.000000,	46.000000,	14.000000,	40.000000	--->	cluster8(95.197952)
-19.000000,	61.000000,	-22.000000,	-40.000000	--->	cluster9(95.797760)
38.000000,	60.000000,	-36.000000,	-45.000000	--->	cluster9(94.335335)
42.000000,	94.000000,	44.000000,	25.000000	--->	cluster8(94.605858)
51.000000,	135.000000,	14.000000,	-1.000000	--->	cluster9(95.621948)
-24.000000,	54.000000,	56.000000,	9.000000	--->	cluster1(95.334328)
39.000000,	112.000000,	53.000000,	-8.000000	--->	cluster9(95.062042)
-31.000000,	82.000000,	57.000000,	46.000000	--->	cluster8(94.372452)
23.000000,	145.000000,	-50.000000,	-40.000000	--->	cluster9(96.063141)
4.000000,	125.000000,	-34.000000,	-20.000000	--->	cluster9(97.382797)
10.000000,	51.000000,	34.000000,	58.000000	--->	cluster8(95.332657)
18.000000,	58.000000,	-14.000000,	24.000000	--->	cluster8(97.650948)
-18.000000,	64.000000,	-2.000000,	-40.000000	--->	cluster9(96.255058)
50.000000,	126.000000,	-36.000000,	-11.000000	--->	cluster9(95.573715)
34.000000,	81.000000,	-29.000000,	-58.000000	--->	cluster9(95.510223)
-27.000000,	43.000000,	-16.000000,	-6.000000	--->	cluster8(94.812752)
